ID,Name,Description,Class
427,健康力視立保,「護眼妙招讓你視視如意...（崁入影片）...黃斑部病變」,1
428,小分子活性?,「?涉及到人體的各個領域，包括激素、神經、生殖以及細胞的更新、代謝、生長、修復。其重要性在於調節體內各個系統器官和細胞的生理功能，激活體內有關?系，是重要的生理調節物，對人的細胞活性、功能活動、生命存在非常重要。所以說?是生命存在的形式，沒有?，生命就沒有可能活下去。...缺?加速死亡免疫低下機能退化；細胞突變疾病重生；加速衰老提前死亡缺?導致人體上百種疾病，以下疾病最為明顯高血脂、高血粘、高血壓、高血糖、動脈硬化、腎病、腫瘤、心臟病、肝病、糖尿病、胃病、肺病、關節炎、白內障、支氣管炎、慢性腸炎、前列腺如何拯救生命...治療疾病的最有效途徑就是修復細胞、改善細胞、啟動細胞必須補充合成細胞的物質：活性?」,1
429,刺槐蜜/BLACKLOCUST、椴樹蜜/LINDENHONEY、蕎麥蜜/BUCKWHEATHONEY,「貧血、氣血不足...含有刺槐?和揮髮油，可抗菌、防腐和止咳，清熱解毒，養心醒目，解渴生津蜂蜜具有潤腸、潤肺、防腐、解毒、滋潤脾腎等功能...低GI蜜種...養胃...抗幽門桿菌效果...燙傷治療聖品：英國外科醫學會建議，中度、輕度的燒燙傷，推薦使用蜂蜜，包括醫治傷口發炎，降低傷口腫脹，蜂蜜更是唯一有止痛效果的敷料...抗病」,1
430,微笑SinetrolXPur纖體膠囊,「纖體」「纖體降脂」「關節」,1
431,長庚研發葉黃素明亮專案,「為天然的抗氧化劑，能保護眼睛細胞免於自由基的傷害，人體吸收率高達100%，可有效預防飛蚊症、白內障、乾眼症、青光眼、黃斑部病變等眼部病變...維護眼睛健康及預防眼睛疲勞...維持眼睛清晰舒適...可預防青光眼並防止黃斑部的退化」,1
432,紐維特-視葆,「捕捉色彩零誤差.為您開啟晶亮之窗...可提高視力敏銳度以及改善夜盲症，β-胡蘿蔔素具有維護視力修復功能，幫助眼睛修補復原」,1
433,雅滋養玫瑰膠原飲、熟成香醋錠三個月超值組合,「抗氧化，並抑制酪胺酸脢的活性讓色素難生成」「促進膠原蛋白形成…恢復疲勞...吃了2個月半，很明顯瘦了3公斤」,1
434,酵解多雙效特攻代謝精華組,「第1天立即有感清宿便第2天持續溶解縮小腹第3天明顯下降變輕盈…1盒挑戰體重-3~5…(廠商代表口述)在顯微鏡下可以看到為什麼我們吃到身體裡，他還可以維持99.99%活性，活性在的時後幫你去分解、幫你去排毒、幫你去代謝、幫你去燃燒…有酵瓦解代謝頑固肥滿因子輕鬆享受輕盈曼妙身材…不管是針對肚子大、中廣身材、可能是更年期婦女本身代謝變慢的都可以用」「奈米分子吸收度抵抗胃酸保護活性活性率高達99.9%1盒挑戰體重-3~5…脂肪偵測菌…碎脂酵素…不附胖…保證7天-3公斤…女性29歲45日後減重15kg」,1
435,鯖魚、午仔魚、虱目魚、鱸魚、黃花魚、白蝦、蛤蜊、牡蠣,「(鯖魚)...鯖魚之魚脂具有降低血脂肪、膽固醇且預防新血管疾病、攝護腺癌等功能...媽媽常叮嚀說，『多吃魚才會變聰明』...魚類脂肪...中所含的omega-3脂肪酸不但能保護心臟、預防中風，更是讓你頭腦靈光，記憶力佳，而且快樂不憂鬱的『聰明食物』...(午仔魚)...修復身體細胞，具有天然食補的功效...有助於維持身體鈉鉀的平衡、消除水腫，促進身體多餘水分排出體外、降血壓，還能維持心血管系統健康...中醫師認為吃午仔魚能夠健脾利濕，活血通絡，對於脾胃較虛弱的人，有滋補功用，能強健腸道...針對糖尿病患者...強化人體免疫系統...且能幫助人體消化系統強健，又具有消除水腫、促進腸胃健康的特色...對於減肥中的人也很有幫助...(虱目魚)...減少疲勞感...維生素A可以維持眼睛表面結膜與角膜的健康...維生素E...可以延緩老化...(鱸魚)...鱸魚中含維生素A，有助於增加對疾病的抵抗力、預防感冒及抗癌...鱸魚還可改善胎動不安的情況，並促進產婦的乳汁分泌，對手術後的傷口癒合有幫助...銅元素，可幫助維持神經系統的正常運作...優點1、補腦...吃鱸魚最補腦2.補肝益脾補肝腎、益脾胃、化痰止咳之效，對肝腎不足的人有很好的補益作用...3維持神經系統的正常銅能保護心臟，維持神經系統的正常功能，並參與數種物質代謝的關鍵?的功能發揮4益腎安胎鱸魚能夠益腎安胎、健脾補氣，可治胎動不安、生產少乳等症。孕媽咪吃鱸魚既容易消化，又能防治水腫、貧血頭暈等症狀5幫助下奶孕婦吃鱸魚不僅可以補身體，而且還能防治胎動不安以及乳汁分泌少的情況，鱸魚有下奶的功效可是讓眾多新手媽媽歡心不已...(黃花魚)...優點:1、補血益氣...治療失眠黃花魚中的微量元素，可以直接作用人類的神經系統，能減少焦慮和緊張等不良情緒的出現，對失眠也有很一定的調理功效」,1
436,天然紅心芭樂乾、熟成黑蒜頭,「(網頁1)維他命Ｃ...最佳美容塑身的良方...鉀，可預防高血壓...茄紅素紅心芭樂富含茄紅素具抗氧化作用，能降低壞膽固醇、消除自由基及保護心臟腦血管，防止人體細胞造成損害，也可以修復受損細胞。茄紅素是超強的自由基清潔者，掃除自由基的能力是β胡蘿蔔素的2倍、維他命E的100倍...人隨著年紀增加會引起眼睛功能退化，茄紅素具有抗氧化功能，防止自由基對眼睛造成病變，有效改善眼睛白內障及黃斑病變...每週攝取2-6次茄紅素，比每週吃不到一次者患憂鬱症比例下降40%...(網頁2)foryoung...有助於保護肝臟、增強體力、增強免疫功能、調節血糖...(網頁3)紅心芭樂營養豐富，含有蛋白質、醣類、維他命A、B、C，鈣、磷、鐵等，更含有類胰島素成分，能幫助血糖降下來」「熟成黑蒜頭」「(網頁1)...有利於...增強免疫功能、促進新陳代謝、改善便秘、調節血糖、保護肝臟，及預防心、腦血管疾病...等...(網頁2)foryoung...有助於保護肝臟、增強體力、增強免疫功能、調節血糖」,1
437,海洋活性?,「?」「細胞開始調節或增強免疫力…遠離抗生素…；…解決血管的彈性和柔韌性…?是唯一不需要胃腸消化吸收…直接穿透細胞…不是藥…是特醫食品…不是治療疾病而是調理身體所有細胞…效果?可以和西藥比速度、和中藥比療效」「?：是人體免疫力的衛士…?：是心臟的保護神…?：是糖尿病的克星…?：是肝病的天敵…?：是腸道疾病的清道夫…?：是呼吸道暢通的益友…?：是眼睛的明亮劑…?：是抗癌之王…?：是放療化療患者的福音…?：是愛滋病的狙擊手…?：是阻隔前列腺增生的屏障…?：是生命的源泉能增強繁殖功能…?是唯一不需要胃腸消化吸收，?能直接穿透細胞，5分鐘進入血液、10分鐘轉化成體能的功能性食品，它不是藥也不是保健品，它是特醫食品。它不是治療疾病而是調理身體所有細胞（人就是由細胞構成），它的調理效果?可以和西藥比速度、和中藥比療效！和食品比安全!…(影片)為什麼三高糖尿病白內障骨關節病患者藥越吃越少，身體越來越好?」,1
438,紐微斯植物保健飲品,「紐微斯皇金奧米茄」「紐微斯植物保健飲品不僅極為美味和提供純淨能量，還含有強大抗氧化劑，可以幫助保護身體免受可以引起疾病的有害自由基侵襲。關鍵成分是比較通稱為黑種草的黑種草籽。能量和集中力增加，晚上能夠安眠，關節疼痛和僵硬減輕，消化障礙降低，頭髮、皮膚、指甲品質提升，過敏、感冒、流感體質改善，以及更多！」「你將永遠只需要此強化的DHA超級食物來幫助您維持健康的大腦、眼睛及身體…Omega-3EPADHA具有促進心臟健康、降低三酸甘油脂的功效，同時也具有改善類風濕性關節炎、憂鬱症等其他多種疾病的效果。此外Omega-3對於抑制身體全身、血管及關節等發炎上，也具有相當重要的作用…NuVerusOmega使用增效成分，有助於最大化每個單獨的成分…幫助身體抵抗炎症，延緩衰老和提高免疫系統」,1
439,杏鼎御醫粉光蔘益生菌,「杏鼎御醫食用級珍珠粉」「清除體內陳年的焦油…煙煙煙…抽菸…二手菸…油煙…總是有一口老痰壓的你喘不過氣…清出多年累積在身體裡的焦油…讓你重新呼吸到新鮮的空氣…不再黑咕啾啾啾清廢痰專用…讓廢痰ｏｕｔ」「色差和高度從養胎開始…為甚麼孕婦要吃珍珠粉…醫書記載珍珠可去胎火…淨化羊水…提供寶寶乾淨的生長環境…懷孕時會刺激黑色素分泌…孕中…有助胎兒骨骼健康…改善孕期抽筋問題…珍珠所含的牛磺酸對嬰兒腦部和眼部有良好的發展…並可以鎮心…安神…幫助睡眠…生產後…造成牙齒鬆動或掉髮之問題…更可快速恢復產前狀態」,1
440,『BeeZin康萃』瑞莎代言MiniDiet迷你錠,「月月養宮聖潔莓…(紫錐花)可以提高58%健康維持率…(聖潔莓)廣泛應用在調整女性相關困擾…例如每月流失…週期性不適」「體重管理…常常廁所都蹲很久」,1
441,苦瓜胜?(糖博士),「糖化血色素3個月前是7.3啦，啊這次去就變6.3啦...呷3個月了後你這勒糖化血色素已經降～由7.2降到6.2左右喲7.8呷到7.3有時候就6.2、6.5這次尚好7.3降落來6.3...控制毋好有啥米症頭…皮皮剉(發抖).呷西藥恁ㄟ血糖這數字不一定會越降越多，有時候你吃西藥你會發現好像吃西藥有時候血糖還是會變多，對越吃越高，然後甚至有時候到後面都還要打胰島素要注射第二個就是講有好的保健食品幫忙的話，那你就會讓自己的數字降得比較好…只靠我們自己的運動飲食實在沒夠聽眾朋友這就是苦瓜胜?」,1
442,【美優純】橄欖葉萃取膠囊OliveLeaf(120顆),「預防包括病毒、細菌、逆轉濾過性病毒、真菌、寄生蟲、酵母和黴菌在內的多種致病微生物的感染...支持免疫系統功能...橄欖葉提取物有助於促進細胞的健康環境」,1
443,【台灣常溫-康優萃】秋葵粉健康飲,「促進腸胃道蠕動…體內廢物的代謝…控制血糖…抗氧化…葡萄糖代謝」,1
444,優鎂鈣,「骨質疏鬆...骨折」,1
445,雪印3益菌錠,「可提升母乳中的免疫成分TGF-B」,1
446,全方位家庭旗艦特惠組(?極緻30盒＋LRT1緣生聚13盒）,「每分鐘有大約1億個細胞死亡。同時又有相同數量的細胞繁殖新生，更換衰老死亡的細胞，以維持機體的生長、發育、生殖、及損傷後的修補…腸粘膜細胞的壽命為3天，皮膚細胞為28天，肝細胞壽命為500天，而腦與骨髓裡的神經細胞的壽命有幾十年，同人體壽命幾乎相等…機體組織就會逐漸萎縮和老化…蛋白質也可以維持身體中的酸鹼平衡及水的平衡、幫助營養素的運輸、或構成酵素、激素和抗體…病後修復…對抗腫瘤、肥胖和心血管疾病…有效抑制…食物中毒、濕疹、發炎…易造成敗血症導致截肢…造成孕婦流產、死胎…菌-腸-腦軸調控神經傳導、內分泌、消化、代謝、免疫作用，因此與全身之各種生理及疾病都有密切的關連…腸道菌可能也和身心疾病有關」,1
447,預購日本Meitan梅丹本舖梅精日本國產梅100%食品,「提升免疫功能…強力抗菌整腸的效果…強化免疫力、促進新陳代謝、消除疲勞、抗老化、瘦身美容等」「除口臭、補腎降火氣，補充體力、改善消水腫去濕。…針對牙齦、牙齒或牙周病等問題改善。…長期飲用提升免疫能力及改善過敏體質」,1
448,能量之漿NaturalSyrup,「喉嚨呼吸道的守護神...之前一直咳嗽，喝了能量之漿後，喉嚨就不會覺得乾乾癢癢...保養我的喉嚨，讓我教課時不沙啞!」,1
449,長庚團隊研發SOD活酵素飲,「提升人體抵抗力200%...並促進細胞新生100倍...讓肌膚白裡透紅...可以使受損細胞得以修復...促使細胞增生...可維持細胞年輕…有效抑制慢性發炎...復活細胞再生320%、促進代謝燃脂315%、排除毒素廢物310%」,1
450,八酵麗茶,「阻止多餘葡萄糖吸收…強化血管…幫助體內血糖控制…抑制糖吸收，可以降低穩定血糖值…保護血管」,1
451,【GNC獨家】AMP極速飲品-5磅,「預防乳糖不耐發生」,1
452,紅●原萃,「人體的免疫力，抵抗自由基對細胞的破壞，減少癌症的發生，特別是男性的攝護腺癌，同時也是天然的瘦身產品…調節腸道、抑制血糖上升、降低血糖膽固醇和降低中性脂肪四大健康功效…胃腸蠕動…增加胰島素受體數目，調衡血糖…排除體內多餘的脂肪…提高細胞氧氣交換的能力，促進血液循環，改善大腦供血量，減少疲勞感…加速燃燒脂肪，促進脂肪分解，改善體內脂肪囤積以及分解和排泄對人體有害的膽固醇」,1
453,優活啤酒酵母B群（全素）,「適用對象：...易疲勞...貧血...糖尿病、癌症病患、抗衰老」,1
454,ST.MALO斯里蘭卡冷壓初榨椰子油-500ML+200ML,「生飲-每日10ML可補充營養及潤腸排毒…育兒-有利於傷口殺菌舒緩皮膚濕疹和蚊蟲叮癢」,1
455,命之源北投石激效誘導多功能幹細胞硅素水,「激活人體內在iPS細胞…促進細胞再生…激活線立體，促進癌細胞凋亡…促進對重金屬及有害物質的排毒…促使骨骼再生，預防骨質疏鬆…激活免疫細胞，提高自我治癒力…對骨質疏鬆有強效作用…強化血管及加強血管之柔韌性，使黏稠的血液變得不再黏稠，預防動脈硬化導致梗塞等…最大的長處是排毒作用，由於北投石硅元素帶負電，因此可以吸引帶正電的砷，鉛，汞，鋁等重金屬，形成浮游物質並排出體外」,1
456,寶苜睛、AstaReal有過力蝦紅素、自然革命晶漾黑醋栗、永信愛適LV,「眼部…心血管…骨骼…心臟…血管…關節…骨…體脂肪」,1
457,大輝葉黃素,「不含西藥成分...草莓卡比以前戴隱形眼鏡到晚上會容易乾乾地不舒服自從連續使用兩周大輝生醫葉黃素後覺得眼睛的狀況真的有感受到差異...依諜以前...半小時就會感覺眼睛酸澀現在可以持續練習1小時...Liz吃了一段時間後覺得眼睛很像變的水潤了」,1
458,舒果原力桑葚酵素,「逆齡奇蹟…抗氧化…補血…美肌…酸性體質，醫界證實，99%的疾病都與酵素缺乏所致的免疫系統失調有關…酵素提高腸道的免疫力…抗老化第1名」,1
459,?纖美,「腰減6吋…早餐一杯?纖美…讓我減重無壓力…一個月的改變…竟然輕輕鬆鬆消肚腩…大肚肚不見了…緯嘉?纖美…?享受…先生的腰減了7.5公分」,1
460,長庚研發緩釋B群能量滿分專案,「吸收率+350%燃燒持續10小時...Jesse2個月-10(佐以前後對照圖)...5分鐘精神+320%代謝+350%脂肪燃燒+360%...挑戰1盒-8持續吃不復胖...長庚減重門診新陳代謝科指定處方」,1
461,黑醋栗葉黃飲,「美國國家眼科研究所(NEI)AREDS2臨床實驗選用之葉黃素品牌FloraGLO與國際大廠ZeaOne玉米黃素...獲得多國功效專利及美國抗藍光功效...葉黃素迷思Q&A...劑量...吞服」,1
462,DayPre-MealDrops日倍然濃縮液(全素)、NightSoothingBedtimeDrops夜輕清濃縮液(全素),「纖盈系列只需三個階段便可打造輕盈好身材。第一階段：快速下降期，讓身體做好準備，第二階段：停滯期，消耗體內多餘脂肪，第三階段：維持期，維持目標體重。纖盈（SLENDERIIZ?）套裝可產生協同作用，能有效控制食欲、增加能量、加速代謝及補充營養，使您展現由內而外的美麗。日夜纖盈套裝，帶給您夢寐以求的塑形計畫。…DayPre-MealDrops日倍然濃縮液(全素)追擊脂肪」,1
463,大麥嫩葉青汁,「大麥嫩葉青汁的功能性研究抗氧化作用解毒突??作用分解??作用抗??作用抗肥胖作用降血糖作用降血中?固醇作用降血?作用促?生成?原?作用抑制??硬化作用抗血栓作用促?分泌催乳激素作用修复DNA作用抗病毒作用增?持久力作用解毒作用增?免疫功能作用抗精神?力作用」,1
464,頂級月子餐,「生化湯幫助排除惡露...發汝茶藥膳湯讓產後泌乳順暢...雞湯加強水分代謝...杜仲茶緩解腰痠...燉湯強健脾胃...麻油補血潤腸...強筋壯骨」,1
465,伊森生醫名模完美曲線美纖飲,「從根源打擊游離脂肪…快、狠、準，立即分解減吋…進而讓身體成為易瘦體質…經臨床功效驗證…受試者引用24小時後脂肪立即分解了213％…持續飲用14天…體重明顯地降低了4.8…減脂」,1
466,海洋胜?,「石斑魚胜?本身為中性，主成分為抗菌蛋白，使用完殺菌後…海洋胜?可以改善皮膚…用來噴私密處，噴過後真的沒什麼味道了…（簡報）激活細胞活性，逆轉衰老…用於治療任何疾病，無藥可與其相比…取代抗生素…可降低肥胖、血脂異常血壓及血糖偏高等代謝症候群…至少113種細菌可被殺滅…有再生能力…調節細胞免疫…頭髮生長加速、掉髮減少…禿頭長出細髮…乾眼症…飛蚊症…胃潰瘍不再疼痛…增強免疫力」,1
467,長庚純正牛樟菇菌絲體純液搶購組,「2014民族藥物學國際期刊牛樟菇菌絲體防止肝臟發炎作用明顯增進肺癌抑制療效並緩化療藥物的肝臟毒性小心!肝病危機肝癌是國人第2大癌症死因全台有300多萬人B肝帶原者有40多萬人C肝帶原者有8200人死於肝病、肝癌」,1
468,【海洋傳奇】【日本出貨】FANCL芳珂體內脂肪SUPPORT30日份,「體內脂肪…平衡腸道環境…24週間…腹部脂肪面積…皮下脂肪面積減少…（佐以圖表呈現）」「保濕錠…美肌丸」「整腸…腹瀉…便秘」,1
469,扁康丸扁康湯,「治病先清肺...肺臟...肺臟健康是很重要的...延長肺臟堆積垃圾的時間...感冒、鼻炎及鼻竇炎進一步變成哮喘、肺炎及肺纖維化...自癒力...自身免疫力提高...異位性皮膚炎問題...肺是大呼吸器官，皮膚是小呼吸器官，因此強化肺功能，打開毛孔，接著打開汗孔，皮下的累積垃圾就會被清乾淨，皮膚恢復健康，整個身體也會跟著健康了...帶狀皰疹...鼻塞到睡不著及酣聲很大等問題...不會再有鼻塞問題...鼻塞問題有明顯改善...有支氣管擴張，不斷咳血有痰...排痰...呼吸障礙」「扁康湯」「韓國名醫、扁康韓醫院院長徐孝錫...利用研製開發的『扁康湯』，取代類固醇對異位性皮膚炎、鼻炎和哮喘等疾病的使用...能取代西藥的『扁康湯』...症狀幾乎完全消失!」「扁康湯」「利用傳統中草藥研製開發的『扁康湯』，取代類固醇對異位性皮膚炎、鼻炎等特定疾病的使用...85~100歲的人容易患肺氣腫、支氣管擴張症、肺纖維化這三種疾病...肺是萬病之源，『扁康湯』的作用就是把肺清理乾淨...『扁康湯』，可以很容易清痰...扁康湯對於異位性皮膚炎、哮喘治癒率達80%」,1
470,防彈咖啡,「穩定血糖、消除腰腹之脂肪、提升大腦功能...減少脂肪生成，促進脂肪分解...記憶力也會變好...影響調控食慾的荷爾蒙使食慾下降…體重管理」,1
471,紅妍飲超值組、比菲德士菌EX,「每瓶6，000mg水嫩膠原…拒絕鬆垮由內撐起蘋果肌…每包150億個活性乳酸菌…腹愁者救星…含『乳鐵蛋白』敏兒抵抗力UP」,1
472,纖麗飲,「若你想擁有纖體的身材，你需要一個完美的瘦身產品，幫你體內消耗多餘的卡路里，把它們轉化為能量，而不是儲存成脂肪，這就是纖麗飲的主要功能!…台灣山苦瓜加強代謝葡萄糖擁有完美的膳食纖維，能夠控制血糖平衡淨化血降低劣質膽固醇（LDL）…非洲芒果籽萃取物抑制瘦體素阻抗抑制食慾...桑葉萃取物被稱為“碳水化合物阻滯劑”富含DNJ，抑製糖分解有效減緩餐後血糖起伏減少肝臟中產生過量葡萄糖…對抗自由基控制血糖平衡降低血壓和減少發炎症狀」,1
473,究是葉黃素,「現代人常常需要看3C產品，大量用眼的情況下，讓可以保護眼睛黃斑部的葉黃素變成非常熱門的營養素。…分享給你身邊用眼過度的親友，一起保護眼睛吧！…＃黃斑部病變」「葉黃素真的能保護眼睛嗎？…＃黃斑部病變＃抗藍光…還是要看主要目的是什麼，看是要以吸收藍光保護黃斑部為主呢，還是要強調眼睛抗氧化為主，前者就是主打葉黃素，添加花青素（葡萄籽、山桑子、藍莓…）就是輔助抗氧化的用途」,1
474,S優,「瘦12公斤...3個月前62公斤...因為生第3胎兒子乖寶完全瘦不下來...不敢吃大餐...常常瘦到一個地方就停下來了...當然運動也試了...結果跑步完很餓...又要吃東西...代謝變得不好...身高166公分的她現在50公斤...衡量體能上是ok的...決定要生第4胎」,1
475,攝護腺體驗包,「根據醫師跟國內53位他們專業藥師，他們親身測試成果，平均補充10天，剛講的營養素經過核心技術以後，在攝護腺問題，一般攝護腺講說排尿順不順暢嗎，尿動力學報告就是排尿流量、流速可以增加幾倍，有就是說你本來可能有頻尿、夜尿、排尿不順問題你自己可以明顯感受順暢許多，也就是排尿我們在數據上看呢一秒是10CC可以提升20CC，就是正常人的一個排尿的一個速度；第2在性功能部分，其實最好的這個自己檢測指標，就是早上起床時候晨間勃起的，你自己檢測一下，因為就是男性性功能的一個比較明確自己可以檢測指標，10天~很多朋友唉呦我又回到年輕的感覺，因為這些營養素他直接對應我們欠缺的，讓我們身體直接吸收，所以你自己才有感受到這樣子一個效果」,1
476,永信活泉益菌攸纖顆粒包,「改善腸道防護提升脂肪代謝抑制發炎反應遠離代謝症候群...治療便秘、肝腦病變」,1
477,野生藍莓果乾,「食用藍莓對於眼睛的保健有許多好處…更是愛護眼睛的好方法」「具有食療…不論是開刀或是身體產生創傷，如燙傷、挫傷、撕裂傷、撞傷和擦傷等…加速修復和復原」,1
478,老欉麻豆紅柚堅持全穀防癌抗三高（瑞士全家綜合穀物無糖等）,「抗氧化物質…紅文旦汁在清除自由基具有很大的功能，對於穩定自由基(DPPH)與非穩定自由基(超氧自由基和過氧化氫)的消除能力與天然抗氧化劑(BHA與維生素C)同樣快速與有效…維生素P能促進維生素C加速作用，可改善微血管的功能，增加冠狀動脈血流量、有益於心血管疾病及肥胖的患者」「堅持全榖、防癌抗三高…蔬菜含有可以抵抗疾病的抗氧化物和植物素，但是卻往往不知道全穀類是最好的來源。」,1
479,減重魔鬼套餐,「第2屆立川閃瘦減脂大賽…為期45天挑戰自己想瘦享瘦…活動獎勵…立川明星瘦身商品…你說你的肥肉毫無價值我來買減重減脂總和數最高者…45天減肥巨星誕生賽」,1
480,香港連線香港代購港式煲湯煲湯湯包海味去溼料雪耳清潤雪梨乾湯鴨腎菜乾開胃消水腫清肺潤喉化痰,「香港連線香港代購港式煲湯煲湯湯包海味去溼料雪耳清潤雪梨乾湯鴨腎菜乾開胃消水腫清肺潤喉化痰」「消水腫清肺潤喉化痰...去濕料（健脾去濕、消暑），雪耳清潤湯（清肺熱、化痰）...川貝潤喉湯（止咳、化痰），參鬚湯（降虛火、潤腸）...姬松茸菇湯（疏肝、解毒）」,1
481,ATSUSHI淳.輕盈對策酵樂X5黃金膠囊,「幫助腸胃不適、宿便困擾...為什麼是x5呢？！我們人最常碰到及失衡的就是排泄.消化.脂肪.水腫.肌膚排毒五大困擾...4綜合消化酵素改善脹氣、腸胃不適的失衡。5脂肪分解酵素改善脂肪代謝，讓肥肉贅肉OUT...只要1粒排泄、排水、肌膚排毒、消化、脂肪代謝說BYEBYE」,1
482,Tulloch蜂膠蜂蜜,「益處具有防止或減緩感冒及上呼吸道感染的功能…防止蛀牙及其他口腔疾病的可能…減緩發炎、增強免疫及癒合潰瘍…治療上呼吸道感染、咳嗽及喉嚨痛」,1
483,美麗神纖即纖草本飲,「『泡芙族』看起來不胖，皮下脂肪卻過多…特徵:肌肉量和骨質密度的嚴重不足，導致體力較差、易疲倦，泡芙族是隱性肥胖…三高﹝高血壓、高血糖、高血脂﹞心肌梗塞、老化等風險…幫助妳突破頑固界線…減緩脂肪的吸收…打造不易復胖體質」,1
484,亞麻仁Flaxseed,「藥典級...來自德國『藥用油』製油廠...符合歐盟藥典...符合藥典標準...Omega-3能維持頭腦、神經、性器官的正常生理功能」,1
485,威瑪舒培高纖青汁天天順暢組,「SFN纖維酵素使用在瘦身的效果更勝防彈咖啡可在24小時內促進脂肪細胞分，而發揮脂肪燃燒的作用含有的活性SNF蘿蔔硫酵素可燃燒內臟脂肪及減少皮下脂肪囤積」,1
486,黃金菊芋錠、chondroSupport軟骨素,「菊芋是種藥用的植物...調節免疫力、以及增加礦物質的吸收率等...進而能夠調節血脂肪…糖尿病…好吃的東西總是糖分過多!你難道要忍耐一輩子嗎?...別擔心!您的救星來了!...提高血液中胰島素濃度，降低血糖值。…血糖值明顯下降，血壓及中性脂肪也都有下降趨勢」,1
487,MIDOKAWA益生菌咖啡輕鬆順暢組,「日本最新的三階益生菌”嗜脂菌”，加入咖啡中除了可讓味道更香醇之外更可以幫助代謝澱粉、燃燒脂肪…喝的消脂針，之外更可以幫助代謝澱粉、燃燒脂肪…喝的消脂針…一周就可輕輕鬆鬆-6KG日本肥胖專門研究所證實，噬脂菌可有效的代謝人體脂肪，並且分解多於澱粉，尤其針對頑固型肥胖、代謝型肥胖、水腫型肥胖及遺傳型肥胖都有驚人的效果…燃脂UP…10倍濃縮活性噬脂菌分解澱粉燃燒脂肪」「喝的醫美消脂針…減肥患者的新福音，輕鬆減肥不求人，日本肥胖專門研究所證實，嗜脂菌可有效的代謝人體脂肪，並且分解多於澱粉，尤其針對頑固型肥胖、代謝型肥胖、水腫型肥胖及遺傳型肥胖都有驚人的效果…強力燃脂效果380%…症狀:下半身浮腫…4週間減量實驗…脂肪含有量-214%，體重-16.2kg…症狀:筋肉型肥胖…脂肪含有量-232%，體重-17.5kg」,1
488,壯?本草發酵液,「漢方中草藥酵素飲…利水...使美肌光采亮白」,1
489,Nature'scare豐納康(白金葡萄籽),「抗老...亮白膚色的神級保建品...越吃越青春，肌膚彷彿回到少女肌」,1
490,舒敏益生菌膠囊,「過敏體質改善雙腸道..鼻子過敏..吃了此產品一週後，鼻子過敏就有六成以上的改善，吃了20天後過敏就會有八成以上改善」,1
491,澳洲CobramEstate特級初榨橄欖油(精選風味Premiere),「心血管疾病預防...老化預防...抗發炎...皮膚、頭髮保養...牙齦保護」,1
492,【台鹽生技】優青素纖藻植酵菌順暢包5g/包；10包/盒,「清除宿便...纖體...阻斷吸油...分解為短鏈脂肪酸降低腸道PH值...增加腸道滲透壓」,1
493,CELERGEN喜瑞仕,「CELERGEN喜瑞仕-先進的科學原理獨步全球的瑞士抗老化細胞療法營養補充劑CELERGEN喜瑞仕的科學原理，涵蓋了細胞療法的功效，旨在喚醒人體內的冬眠細胞，從而促進現有組織的成長與活力，並修復和更新衰老與機能失常的細胞...CELERGEN喜瑞仕的以海洋生物細胞DNA複合物、E-?膠原蛋和水溶性MN-?等成分調配而成，以達到增效的作用，讓您夢寐以求的緊實肌質和青春容顏魅力再現。海洋生物細胞DNA複合物的高度聚合作用，能讓產品成分有效滲入人體細胞，並在細胞內保持著其中的生物活性...CELERGEN喜瑞仕-非凡的卓越功效...重啟對抗慢性疲勞、肥胖、關節炎、哮喘、退化性大腦疾病、骨質疏鬆症、性功能障礙、陽痿及多種與代謝疾病有關的各類細胞之功能...提升性欲和性能力...減輕停經前症候群，並且能延緩更年期...提高警覺性和智力...使免疫系統和防禦機能恢復活力...大幅度改善皮膚的緊實度和整體膚質，使肌膚變得更光滑有彈性」,1
494,GSH活力膠囊(穀胱甘?),「抗氧化...清除自由基...免受細菌、病毒的攻擊…解毒…調節免疫力…美白…過敏…抗氧化機制…體內毒素堆積…造成肝臟、腎臟功能退化…細胞發炎、病變、癌變…排毒…解酒…提升肝臟、腎臟解毒功能…恢復肝臟、腎臟功能…全方位抗氧化配方，有效對抗生活中多種自由基，自由基活化體內抗氧化機制...消除體內發炎反應…減緩不適症狀…提升免疫能力…癌症預防與輔助治療…美白、淡化斑點…細胞內濃度最高的抗氧化物質，尤其以肝臟內最多...幫助細胞解毒…抗氧化物結合更有協同、增強、延伸的作用…癌症治療…保護正常細胞不受到化學治療傷害…強力抗氧化能力…抑制異常細胞之不正常增生…活化基因…延長細胞壽命…細胞解毒、排毒…保護心血管..恢復血管彈性…預防動脈硬化的發生…強烈抗氧化抗氧化作用…木酚在肝臟代謝中能調節酒精跟脂肪的代謝?活性…減輕乙醇對肝臟的損害及脂肪肝在肝臟的蓄積…降低乳癌發生率…抗發炎及抗過敏性強，捕捉自由基能力比維生素C及E強，特別是極毒的氧化自由基...抑制脂肪氧化?，清除黃嘌呤氧化?所產生之氧化自由基，如:肝中毒...退燒抗發炎...抗老化和美白...減少脂肪的形成...燃燒熱量...減肥...強化細胞膜...抑制流行性感冒病毒侵入細胞而遭受感染」,1
